,magnetogram,T_REC,region_type,region_no,label
2636,/SUM89/D1038398710/S00000/magnetogram.fits,2011-04-15 12:48:00,harp,495,True
46890,/SUM6/D678914938/S00000/magnetogram.fits,2015-02-18 08:00:00,harp,5212,False
45148,/SUM47/D662003821/S00000/magnetogram.fits,2015-01-03 17:36:00,harp,5011,True
42172,/SUM22/D642119135/S00000/magnetogram.fits,2014-11-09 14:24:00,harp,4767,False
53481,/SUM76/D745565795/S00000/magnetogram.fits,2015-08-22 06:24:00,harp,5890,False
45258,/SUM9/D662753601/S00000/magnetogram.fits,2015-01-05 22:24:00,harp,5022,False
36099,/SUM16/D565581210/S00000/magnetogram.fits,2014-04-14 17:36:00,harp,4011,False
62716,/SUM94/D1009530233/S00000/magnetogram.fits,2017-01-31 14:24:00,harp,6937,False
51943,/SUM83/D729422317/S00000/magnetogram.fits,2015-07-06 16:00:00,harp,5745,True
52847,/SUM76/D739245374/S00000/magnetogram.fits,2015-08-03 06:24:00,harp,5830,False
34752,/SUM57/D542880847/S00000/magnetogram.fits,2014-02-12 08:00:00,harp,3721,True
69092,/SUM22/D1355580349/S00000/magnetogram.fits,2020-11-24 00:00:00,harp,7476,False
24103,/SUM98/D1037458421/S00000/magnetogram.fits,2013-05-02 20:48:00,harp,2693,True
45492,/SUM17/D665741148/S00000/magnetogram.fits,2015-01-13 11:12:00,harp,5036,False
45934,/SUM18/D667802377/S00000/magnetogram.fits,2015-01-16 16:00:00,harp,5083,False
29963,/SUM86/D1039235011/S00000/magnetogram.fits,2013-10-27 16:00:00,harp,3295,True
3061,/SUM95/D1039222573/S00000/magnetogram.fits,2011-05-06 12:48:00,harp,580,False
16534,/SUM87/D1039017504/S00000/magnetogram.fits,2012-08-07 00:00:00,harp,1903,False
34375,/SUM71/D542316127/S00000/magnetogram.fits,2014-01-31 11:12:00,harp,3688,True
63948,/SUM98/D1018822642/S00000/magnetogram.fits,2017-05-22 22:24:00,harp,7013,False
17519,/SUM99/D1040662645/S00000/magnetogram.fits,2012-09-06 01:36:00,harp,1993,True
15739,/SUM99/D1037766159/S00000/magnetogram.fits,2012-06-29 14:24:00,harp,1806,True
7108,/SUM95/D1037420551/S00000/magnetogram.fits,2011-09-11 08:00:00,harp,843,False
55648,/SUM82/D769029940/S00000/magnetogram.fits,2015-11-09 00:00:00,harp,6078,True
60267,/SUM94/D998635648/S00000/magnetogram.fits,2016-07-15 19:12:00,harp,6664,False
29454,/SUM89/D1038586194/S00000/magnetogram.fits,2013-10-14 20:48:00,harp,3263,True
16550,/SUM87/D1039029297/S00000/magnetogram.fits,2012-08-08 03:12:00,harp,1903,False
45768,/SUM54/D667791150/S00000/magnetogram.fits,2015-01-18 17:36:00,harp,5073,False
54471,/SUM82/D756244404/S00000/magnetogram.fits,2015-09-27 04:48:00,harp,5987,False
43077,/SUM69/D662222478/S00000/magnetogram.fits,2014-12-03 16:00:00,harp,4874,True
66180,/SUM98/D1083674489/S00000/magnetogram.fits,2018-07-23 16:00:00,harp,7287,False
23767,/SUM22/D504675412/S00000/magnetogram.fits,2013-04-27 09:36:00,harp,2672,False
34764,/SUM49/D543736557/S00000/magnetogram.fits,2014-02-14 11:12:00,harp,3721,True
13334,/SUM98/D1041221519/S00000/magnetogram.fits,2012-04-15 03:12:00,harp,1569,False
10548,/SUM95/D1043944519/S00000/magnetogram.fits,2011-12-15 06:24:00,harp,1183,False
3831,/SUM84/D1035774255/S00000/magnetogram.fits,2011-06-07 00:00:00,harp,637,True
1602,/SUM90/D1043257622/S00000/magnetogram.fits,2011-02-13 09:36:00,harp,377,True
20968,/SUM94/D1038879025/S00000/magnetogram.fits,2013-01-12 14:24:00,harp,2362,True
51229,/SUM82/D724329254/S00000/magnetogram.fits,2015-06-20 22:24:00,harp,5673,True
29815,/SUM89/D1039043956/S00000/magnetogram.fits,2013-10-22 19:12:00,harp,3291,True
34735,/SUM52/D542247783/S00000/magnetogram.fits,2014-02-11 01:36:00,harp,3721,True
32808,/SUM94/D1043441862/S00000/magnetogram.fits,2013-12-22 12:48:00,harp,3520,True
31780,/SUM89/D1041806141/S00000/magnetogram.fits,2013-12-02 14:24:00,harp,3441,False
19148,/SUM84/D1043762050/S00000/magnetogram.fits,2012-11-07 11:12:00,harp,2173,False
22274,/SUM86/D1040760746/S00000/magnetogram.fits,2013-02-20 17:36:00,harp,2493,False
15764,/SUM90/D1037779343/S00000/magnetogram.fits,2012-07-01 06:24:00,harp,1806,True
48769,/SUM79/D700070786/S00000/magnetogram.fits,2015-04-15 01:36:00,harp,5450,False
56805,/SUM81/D787887670/S00000/magnetogram.fits,2016-01-11 17:36:00,harp,6223,False
21809,/SUM98/D1039965454/S00000/magnetogram.fits,2013-02-12 12:48:00,harp,2450,False
20718,/SUM96/D1038560476/S00000/magnetogram.fits,2013-01-07 17:36:00,harp,2352,False
42994,/SUM99/D662225897/S00000/magnetogram.fits,2014-12-02 17:36:00,harp,4872,False
36082,/SUM5/D568453147/S00000/magnetogram.fits,2014-04-17 20:48:00,harp,3999,True
38689,/SUM63/D594432914/S00000/magnetogram.fits,2014-06-28 06:24:00,harp,4284,False
11814,/SUM98/D1037976863/S00000/magnetogram.fits,2012-01-29 12:48:00,harp,1338,False
27258,/SUM93/D1042734928/S00000/magnetogram.fits,2013-08-11 17:36:00,harp,3048,True
6972,/SUM88/D1037314481/S00000/magnetogram.fits,2011-09-06 17:36:00,harp,833,True
45957,/SUM60/D667829559/S00000/magnetogram.fits,2015-01-18 04:48:00,harp,5083,False
30889,/SUM88/D1040496218/S00000/magnetogram.fits,2013-11-15 14:24:00,harp,3364,True
32675,/SUM97/D1043248292/S00000/magnetogram.fits,2013-12-24 17:36:00,harp,3513,False
20144,/SUM93/D1038037038/S00000/magnetogram.fits,2013-01-03 11:12:00,harp,2331,False
31713,/SUM98/D1041717409/S00000/magnetogram.fits,2013-12-06 16:00:00,harp,3437,True
53449,/SUM78/D746742907/S00000/magnetogram.fits,2015-08-26 09:36:00,harp,5885,True
30317,/SUM94/D1039600497/S00000/magnetogram.fits,2013-11-01 03:12:00,harp,3321,True
31965,/SUM92/D1041960695/S00000/magnetogram.fits,2013-12-03 00:00:00,harp,3448,False
40458,/SUM16/D633334143/S00000/magnetogram.fits,2014-10-17 01:36:00,harp,4678,False
67946,/SUM71/D1294686999/S00000/magnetogram.fits,2020-04-28 19:12:00,harp,7413,False
17664,/SUM98/D1040910519/S00000/magnetogram.fits,2012-09-08 14:24:00,harp,1999,True
13976,/SUM88/D1042732179/S00000/magnetogram.fits,2012-05-10 19:12:00,harp,1638,True
3611,/SUM96/D1039864546/S00000/magnetogram.fits,2011-05-27 11:12:00,harp,622,False
15734,/SUM90/D1037761263/S00000/magnetogram.fits,2012-06-29 00:00:00,harp,1806,True
46217,/SUM53/D671728457/S00000/magnetogram.fits,2015-01-30 01:36:00,harp,5107,True
34338,/SUM52/D541850490/S00000/magnetogram.fits,2014-02-05 04:48:00,harp,3686,True
59192,/SUM95/D995809495/S00000/magnetogram.fits,2016-05-18 17:36:00,harp,6558,False
32896,/SUM85/D1043730597/S00000/magnetogram.fits,2013-12-31 16:00:00,harp,3535,True
10210,/SUM90/D1043565930/S00000/magnetogram.fits,2011-12-09 04:48:00,harp,1164,False
21750,/SUM86/D1039893631/S00000/magnetogram.fits,2013-02-08 14:24:00,harp,2450,False
13749,/SUM86/D1042355162/S00000/magnetogram.fits,2012-05-07 00:00:00,harp,1621,True
15767,/SUM91/D1037780695/S00000/magnetogram.fits,2012-07-01 11:12:00,harp,1806,True
37578,/SUM3/D583243345/S00000/magnetogram.fits,2014-05-30 01:36:00,harp,4179,False
13415,/SUM96/D1041320081/S00000/magnetogram.fits,2012-04-18 03:12:00,harp,1572,False
27319,/SUM87/D1042945831/S00000/magnetogram.fits,2013-08-17 08:00:00,harp,3056,True
15842,/SUM91/D1037947735/S00000/magnetogram.fits,2012-07-04 22:24:00,harp,1807,True
50363,/SUM74/D715858009/S00000/magnetogram.fits,2015-05-21 09:36:00,harp,5596,False
58855,/SUM89/D994902935/S00000/magnetogram.fits,2016-05-04 00:00:00,harp,6515,False
18251,/SUM94/D1042578291/S00000/magnetogram.fits,2012-10-09 08:00:00,harp,2107,False
15787,/SUM89/D1037804000/S00000/magnetogram.fits,2012-07-04 12:48:00,harp,1806,True
9419,/SUM86/D1041821865/S00000/magnetogram.fits,2011-11-20 00:00:00,harp,1079,False
34385,/SUM67/D542076730/S00000/magnetogram.fits,2014-02-01 19:12:00,harp,3688,True
47303,/SUM64/D689815675/S00000/magnetogram.fits,2015-03-17 14:24:00,harp,5298,True
53440,/SUM78/D746174264/S00000/magnetogram.fits,2015-08-24 08:00:00,harp,5885,True
16172,/SUM85/D1038451270/S00000/magnetogram.fits,2012-07-23 17:36:00,harp,1873,False
855,/SUM99/D1042233802/S00000/magnetogram.fits,2011-01-08 11:12:00,harp,323,False
28242,/SUM87/D1037378314/S00000/magnetogram.fits,2013-09-22 20:48:00,harp,3192,False
29844,/SUM99/D1039081905/S00000/magnetogram.fits,2013-10-26 19:12:00,harp,3291,True
5437,/SUM90/D1042829363/S00000/magnetogram.fits,2011-07-27 11:12:00,harp,746,True
15814,/SUM86/D1037924581/S00000/magnetogram.fits,2012-07-02 17:36:00,harp,1807,True
46862,/SUM71/D678157508/S00000/magnetogram.fits,2015-02-16 09:36:00,harp,5212,False
7011,/SUM96/D1037340765/S00000/magnetogram.fits,2011-09-09 14:24:00,harp,833,True
13555,/SUM93/D1041818580/S00000/magnetogram.fits,2012-04-25 20:48:00,harp,1582,False
11313,/SUM98/D1037396321/S00000/magnetogram.fits,2012-01-16 14:24:00,harp,1303,False
42217,/SUM3/D642132587/S00000/magnetogram.fits,2014-11-09 08:00:00,harp,4781,True
25484,/SUM88/D1039786908/S00000/magnetogram.fits,2013-06-24 04:48:00,harp,2861,False
29447,/SUM85/D1038575819/S00000/magnetogram.fits,2013-10-13 00:00:00,harp,3263,True
38469,/SUM0/D593744005/S00000/magnetogram.fits,2014-06-26 03:12:00,harp,4252,False
54434,/SUM78/D756797401/S00000/magnetogram.fits,2015-09-29 06:24:00,harp,5985,False
35015,/SUM71/D549656839/S00000/magnetogram.fits,2014-03-02 16:00:00,harp,3784,True
26973,/SUM92/D1042268577/S00000/magnetogram.fits,2013-08-02 08:00:00,harp,3022,False
58747,/SUM84/D994933596/S00000/magnetogram.fits,2016-04-27 03:12:00,harp,6505,False
1314,/SUM88/D1042979857/S00000/magnetogram.fits,2011-02-08 04:48:00,harp,362,True
20658,/SUM92/D1038525968/S00000/magnetogram.fits,2013-01-04 09:36:00,harp,2351,False
40210,/SUM36/D630357174/S00000/magnetogram.fits,2014-10-08 04:48:00,harp,4661,False
18604,/SUM99/D1043375257/S00000/magnetogram.fits,2012-11-01 04:48:00,harp,2143,False
1775,/SUM91/D1043627718/S00000/magnetogram.fits,2011-03-06 14:24:00,harp,393,True
25990,/SUM90/D1040853865/S00000/magnetogram.fits,2013-07-09 04:48:00,harp,2944,False
31974,/SUM86/D1041964702/S00000/magnetogram.fits,2013-12-03 14:24:00,harp,3448,False
11688,/SUM98/D1037788516/S00000/magnetogram.fits,2012-01-22 08:00:00,harp,1321,True
2064,/SUM99/D1044096214/S00000/magnetogram.fits,2011-03-15 00:00:00,harp,407,True
30320,/SUM94/D1039602741/S00000/magnetogram.fits,2013-11-01 08:00:00,harp,3321,True
60768,/SUM97/D999231310/S00000/magnetogram.fits,2016-08-18 14:24:00,harp,6699,False
30722,/SUM98/D1040280272/S00000/magnetogram.fits,2013-11-07 11:12:00,harp,3344,True
46717,/SUM4/D678921483/S00000/magnetogram.fits,2015-02-18 09:36:00,harp,5183,False
56749,/SUM82/D786802628/S00000/magnetogram.fits,2016-01-07 20:48:00,harp,6223,False
23507,/SUM85/D1043757418/S00000/magnetogram.fits,2013-04-10 08:00:00,harp,2635,True
69138,/SUM9/D1356649810/S00000/magnetogram.fits,2020-11-27 04:48:00,harp,7476,False
17020,/SUM87/D1039743356/S00000/magnetogram.fits,2012-08-27 04:48:00,harp,1946,False
6574,/SUM95/D1044244142/S00000/magnetogram.fits,2011-08-29 19:12:00,harp,812,False
60719,/SUM89/D999252818/S00000/magnetogram.fits,2016-08-01 16:00:00,harp,6688,False
47529,/SUM3/D688668433/S00000/magnetogram.fits,2015-03-14 01:36:00,harp,5331,False
29950,/SUM86/D1039203971/S00000/magnetogram.fits,2013-10-23 08:00:00,harp,3295,True
54336,/SUM72/D756802250/S00000/magnetogram.fits,2015-09-29 09:36:00,harp,5983,True
55782,/SUM77/D771856024/S00000/magnetogram.fits,2015-11-17 09:36:00,harp,6084,False
18443,/SUM87/D1043013024/S00000/magnetogram.fits,2012-10-21 14:24:00,harp,2123,False
31721,/SUM92/D1041729120/S00000/magnetogram.fits,2013-12-07 04:48:00,harp,3437,True
66858,/SUM57/D1165015770/S00000/magnetogram.fits,2019-04-01 11:12:00,harp,7352,False
34733,/SUM46/D542887703/S00000/magnetogram.fits,2014-02-10 22:24:00,harp,3721,True
65459,/SUM85/D1009306888/S00000/magnetogram.fits,2017-12-13 17:36:00,harp,7203,False
40468,/SUM0/D633329642/S00000/magnetogram.fits,2014-10-17 17:36:00,harp,4678,False
53400,/SUM82/D745290245/S00000/magnetogram.fits,2015-08-21 06:24:00,harp,5885,True
45141,/SUM37/D662003048/S00000/magnetogram.fits,2015-01-03 01:36:00,harp,5011,True
33050,/SUM97/D1044079453/S00000/magnetogram.fits,2014-01-05 04:48:00,harp,3560,False
29695,/SUM98/D1038869502/S00000/magnetogram.fits,2013-10-23 14:24:00,harp,3286,False
45338,/SUM70/D663894739/S00000/magnetogram.fits,2015-01-08 01:36:00,harp,5026,False
46492,/SUM1/D673059757/S00000/magnetogram.fits,2015-02-03 16:00:00,harp,5127,True
34765,/SUM46/D543737672/S00000/magnetogram.fits,2014-02-14 12:48:00,harp,3721,True
31222,/SUM84/D1041090653/S00000/magnetogram.fits,2013-11-20 06:24:00,harp,3376,False
53849,/SUM78/D754699916/S00000/magnetogram.fits,2015-09-22 09:36:00,harp,5961,False
61993,/SUM84/D1006929338/S00000/magnetogram.fits,2016-11-15 08:00:00,harp,6842,False
29256,/SUM95/D1038418743/S00000/magnetogram.fits,2013-10-16 20:48:00,harp,3258,True
9976,/SUM84/D1043024162/S00000/magnetogram.fits,2011-12-07 11:12:00,harp,1124,False
5607,/SUM99/D1043093739/S00000/magnetogram.fits,2011-08-03 08:00:00,harp,750,True
27248,/SUM86/D1042669552/S00000/magnetogram.fits,2013-08-09 08:00:00,harp,3032,False
19615,/SUM88/D1044711853/S00000/magnetogram.fits,2012-11-28 20:48:00,harp,2227,True
19609,/SUM91/D1044703761/S00000/magnetogram.fits,2012-11-28 09:36:00,harp,2227,True
12834,/SUM86/D1039213755/S00000/magnetogram.fits,2012-03-05 17:36:00,harp,1449,True
39672,/SUM70/D607472831/S00000/magnetogram.fits,2014-08-05 17:36:00,harp,4390,False
43419,/SUM6/D665697355/S00000/magnetogram.fits,2014-12-15 17:36:00,harp,4900,False
18770,/SUM86/D1043498689/S00000/magnetogram.fits,2012-10-31 01:36:00,harp,2158,False
13664,/SUM86/D1041993512/S00000/magnetogram.fits,2012-04-25 04:48:00,harp,1603,False
55378,/SUM73/D767891840/S00000/magnetogram.fits,2015-11-04 09:36:00,harp,6063,True
11380,/SUM88/D1037457808/S00000/magnetogram.fits,2012-01-17 14:24:00,harp,1309,False
29831,/SUM93/D1039053751/S00000/magnetogram.fits,2013-10-23 20:48:00,harp,3291,True
50299,/SUM75/D715881513/S00000/magnetogram.fits,2015-05-24 16:00:00,harp,5582,False
50666,/SUM77/D718967990/S00000/magnetogram.fits,2015-06-01 08:00:00,harp,5618,False
51547,/SUM73/D724330484/S00000/magnetogram.fits,2015-06-20 17:36:00,harp,5692,True
15385,/SUM97/D1044588850/S00000/magnetogram.fits,2012-06-08 16:00:00,harp,1727,False
38497,/SUM35/D590747655/S00000/magnetogram.fits,2014-06-19 11:12:00,harp,4256,False
58496,/SUM96/D994502009/S00000/magnetogram.fits,2016-04-17 14:24:00,harp,6483,True
1919,/SUM84/D1043892713/S00000/magnetogram.fits,2011-03-12 01:36:00,harp,401,True
13944,/SUM92/D1042699841/S00000/magnetogram.fits,2012-05-08 09:36:00,harp,1638,True
52157,/SUM83/D731812203/S00000/magnetogram.fits,2015-07-13 17:36:00,harp,5758,False
1884,/SUM84/D1043839019/S00000/magnetogram.fits,2011-03-07 09:36:00,harp,401,True
30112,/SUM98/D1039376479/S00000/magnetogram.fits,2013-10-28 14:24:00,harp,3311,True
61513,/SUM92/D1006583989/S00000/magnetogram.fits,2016-10-15 01:36:00,harp,6798,False
15836,/SUM94/D1037942760/S00000/magnetogram.fits,2012-07-04 11:12:00,harp,1807,True
60800,/SUM87/D999268826/S00000/magnetogram.fits,2016-08-13 06:24:00,harp,6703,False
6716,/SUM93/D1044400703/S00000/magnetogram.fits,2011-09-03 22:24:00,harp,814,True
49324,/SUM73/D707530476/S00000/magnetogram.fits,2015-05-05 14:24:00,harp,5526,True
42199,/SUM6/D641971871/S00000/magnetogram.fits,2014-11-07 04:48:00,harp,4781,True
26364,/SUM92/D1041377333/S00000/magnetogram.fits,2013-07-19 19:12:00,harp,2966,False
46022,/SUM21/D668935494/S00000/magnetogram.fits,2015-01-22 12:48:00,harp,5083,False
34943,/SUM70/D553505198/S00000/magnetogram.fits,2014-02-25 17:36:00,harp,3766,True
9349,/SUM95/D1041758085/S00000/magnetogram.fits,2011-11-19 12:48:00,harp,1075,False
29479,/SUM90/D1038601945/S00000/magnetogram.fits,2013-10-17 06:24:00,harp,3263,True
7886,/SUM97/D1039237216/S00000/magnetogram.fits,2011-10-17 20:48:00,harp,948,False
47269,/SUM43/D688667670/S00000/magnetogram.fits,2015-03-14 09:36:00,harp,5298,True
29471,/SUM96/D1038597291/S00000/magnetogram.fits,2013-10-16 16:00:00,harp,3263,True
1664,/SUM85/D1043362229/S00000/magnetogram.fits,2011-02-15 12:48:00,harp,384,True
14024,/SUM95/D1042859254/S00000/magnetogram.fits,2012-05-14 17:36:00,harp,1644,False
34724,/SUM64/D542874677/S00000/magnetogram.fits,2014-02-10 04:48:00,harp,3721,True
40870,/SUM11/D637888427/S00000/magnetogram.fits,2014-10-25 08:00:00,harp,4698,True
36307,/SUM10/D568444678/S00000/magnetogram.fits,2014-04-18 14:24:00,harp,4025,False
6960,/SUM89/D1037308241/S00000/magnetogram.fits,2011-09-05 22:24:00,harp,833,True
18807,/SUM87/D1043510811/S00000/magnetogram.fits,2012-11-02 16:00:00,harp,2158,False
68328,/SUM49/D1323751266/S00000/magnetogram.fits,2020-07-31 00:00:00,harp,7431,False
61876,/SUM88/D1006915071/S00000/magnetogram.fits,2016-11-10 04:48:00,harp,6831,False
46143,/SUM22/D670248105/S00000/magnetogram.fits,2015-01-26 11:12:00,harp,5103,False
68658,/SUM13/D1341608919/S00000/magnetogram.fits,2020-10-03 06:24:00,harp,7450,False
58243,/SUM1/D813900838/S00000/magnetogram.fits,2016-03-21 11:12:00,harp,6437,False
65912,/SUM84/D1054907161/S00000/magnetogram.fits,2018-05-09 01:36:00,harp,7254,False
10691,/SUM90/D1035790097/S00000/magnetogram.fits,2011-12-21 20:48:00,harp,1209,False
57586,/SUM80/D797507601/S00000/magnetogram.fits,2016-02-12 06:24:00,harp,6327,True
5428,/SUM93/D1042825229/S00000/magnetogram.fits,2011-07-26 20:48:00,harp,746,True
27260,/SUM92/D1042735800/S00000/magnetogram.fits,2013-08-11 20:48:00,harp,3048,True
1887,/SUM91/D1043849630/S00000/magnetogram.fits,2011-03-08 11:12:00,harp,401,True
62727,/SUM95/D1009525079/S00000/magnetogram.fits,2017-02-01 08:00:00,harp,6937,False
57596,/SUM81/D797838687/S00000/magnetogram.fits,2016-02-13 03:12:00,harp,6327,True
26143,/SUM92/D1041111322/S00000/magnetogram.fits,2013-07-14 00:00:00,harp,2954,False
55236,/SUM72/D765575200/S00000/magnetogram.fits,2015-10-27 01:36:00,harp,6054,False
48089,/SUM31/D694532608/S00000/magnetogram.fits,2015-03-29 17:36:00,harp,5355,False
393,/SUM96/D1041441987/S00000/magnetogram.fits,2010-12-02 03:12:00,harp,270,False
50260,/SUM77/D715834464/S00000/magnetogram.fits,2015-05-22 01:36:00,harp,5582,False
35257,/SUM1/D557149417/S00000/magnetogram.fits,2014-03-23 16:00:00,harp,3874,False
43144,/SUM7/D650326019/S00000/magnetogram.fits,2014-12-01 01:36:00,harp,4879,False
8799,/SUM86/D1040871863/S00000/magnetogram.fits,2011-11-05 06:24:00,harp,1028,True
29434,/SUM87/D1038570546/S00000/magnetogram.fits,2013-10-12 01:36:00,harp,3263,True
15816,/SUM91/D1037925894/S00000/magnetogram.fits,2012-07-02 20:48:00,harp,1807,True
29474,/SUM89/D1038598510/S00000/magnetogram.fits,2013-10-16 20:48:00,harp,3263,True
3746,/SUM94/D1040152536/S00000/magnetogram.fits,2011-05-31 03:12:00,harp,632,False
41992,/SUM9/D641154806/S00000/magnetogram.fits,2014-11-02 17:36:00,harp,4764,False
1754,/SUM89/D1043531552/S00000/magnetogram.fits,2011-03-06 12:48:00,harp,392,False
59103,/SUM87/D995404242/S00000/magnetogram.fits,2016-05-09 09:36:00,harp,6545,False
40865,/SUM19/D635465147/S00000/magnetogram.fits,2014-10-24 22:24:00,harp,4698,True
7001,/SUM96/D1037335398/S00000/magnetogram.fits,2011-09-08 22:24:00,harp,833,True
47545,/SUM22/D689043635/S00000/magnetogram.fits,2015-03-15 09:36:00,harp,5331,False
48813,/SUM74/D702069443/S00000/magnetogram.fits,2015-04-21 09:36:00,harp,5456,True
5694,/SUM88/D1043289386/S00000/magnetogram.fits,2011-08-08 08:00:00,harp,753,True
50205,/SUM72/D715789837/S00000/magnetogram.fits,2015-05-18 09:36:00,harp,5582,False
23825,/SUM92/D1037338603/S00000/magnetogram.fits,2013-04-23 12:48:00,harp,2677,False
43058,/SUM67/D662266629/S00000/magnetogram.fits,2014-11-30 09:36:00,harp,4874,True
63630,/SUM98/D1013536434/S00000/magnetogram.fits,2017-04-19 12:48:00,harp,6983,False
44037,/SUM0/D665478223/S00000/magnetogram.fits,2014-12-18 09:36:00,harp,4941,True
34824,/SUM57/D545638083/S00000/magnetogram.fits,2014-02-19 14:24:00,harp,3730,True
36157,/SUM71/D568451441/S00000/magnetogram.fits,2014-04-18 19:12:00,harp,4011,False
48637,/SUM48/D697550098/S00000/magnetogram.fits,2015-04-07 22:24:00,harp,5423,False
50833,/SUM79/D718716045/S00000/magnetogram.fits,2015-06-04 00:00:00,harp,5627,False
24331,/SUM94/D1037855308/S00000/magnetogram.fits,2013-05-10 06:24:00,harp,2718,False
36598,/SUM6/D573589843/S00000/magnetogram.fits,2014-05-06 19:12:00,harp,4073,False
53773,/SUM82/D754109875/S00000/magnetogram.fits,2015-09-20 12:48:00,harp,5956,True
15863,/SUM85/D1037962350/S00000/magnetogram.fits,2012-07-06 11:12:00,harp,1807,True
9248,/SUM91/D1041567283/S00000/magnetogram.fits,2011-11-15 01:36:00,harp,1066,True
59756,/SUM90/D997355334/S00000/magnetogram.fits,2016-06-17 19:12:00,harp,6617,False
54418,/SUM74/D756543391/S00000/magnetogram.fits,2015-09-28 04:48:00,harp,5985,False
6984,/SUM90/D1037320511/S00000/magnetogram.fits,2011-09-07 16:00:00,harp,833,True
21707,/SUM94/D1039760335/S00000/magnetogram.fits,2013-02-04 04:48:00,harp,2436,False
53401,/SUM75/D745286203/S00000/magnetogram.fits,2015-08-21 08:00:00,harp,5885,True
28329,/SUM95/D1037469366/S00000/magnetogram.fits,2013-09-26 08:00:00,harp,3194,False
52438,/SUM78/D736007217/S00000/magnetogram.fits,2015-07-24 11:12:00,harp,5807,False
15793,/SUM92/D1037820001/S00000/magnetogram.fits,2012-07-06 00:00:00,harp,1806,False
57721,/SUM81/D799068813/S00000/magnetogram.fits,2016-02-17 08:00:00,harp,6345,False
9286,/SUM87/D1041631352/S00000/magnetogram.fits,2011-11-21 19:12:00,harp,1066,False
19411,/SUM93/D1044241849/S00000/magnetogram.fits,2012-11-12 17:36:00,harp,2191,True
68653,/SUM20/D1341341006/S00000/magnetogram.fits,2020-10-02 22:24:00,harp,7450,False
19542,/SUM95/D1044594845/S00000/magnetogram.fits,2012-11-20 04:48:00,harp,2220,True
40535,/SUM70/D634864275/S00000/magnetogram.fits,2014-10-22 04:48:00,harp,4678,False
51581,/SUM74/D726003039/S00000/magnetogram.fits,2015-06-25 08:00:00,harp,5692,True
43380,/SUM16/D665618347/S00000/magnetogram.fits,2014-12-13 03:12:00,harp,4900,False
6793,/SUM88/D1044478585/S00000/magnetogram.fits,2011-08-30 16:00:00,harp,817,False
4992,/SUM96/D1042223581/S00000/magnetogram.fits,2011-07-12 19:12:00,harp,713,False
39626,/SUM17/D606493685/S00000/magnetogram.fits,2014-08-02 16:00:00,harp,4390,False
34751,/SUM58/D542880030/S00000/magnetogram.fits,2014-02-12 06:24:00,harp,3721,True
7164,/SUM99/D1037476083/S00000/magnetogram.fits,2011-09-07 06:24:00,harp,846,False
62280,/SUM94/D1007221168/S00000/magnetogram.fits,2016-12-04 19:12:00,harp,6869,False
25353,/SUM98/D1039410548/S00000/magnetogram.fits,2013-06-11 20:48:00,harp,2832,False
48247,/SUM1/D694534024/S00000/magnetogram.fits,2015-03-29 08:00:00,harp,5385,False
32086,/SUM99/D1042146367/S00000/magnetogram.fits,2013-12-10 09:36:00,harp,3457,False
7006,/SUM84/D1037338910/S00000/magnetogram.fits,2011-09-09 06:24:00,harp,833,True
7462,/SUM84/D1073740903/S00000/magnetogram.fits,2011-10-08 06:24:00,harp,909,False
48719,/SUM82/D701706165/S00000/magnetogram.fits,2015-04-20 22:24:00,harp,5447,True
15779,/SUM84/D1037800539/S00000/magnetogram.fits,2012-07-04 00:00:00,harp,1806,True
59370,/SUM93/D996123322/S00000/magnetogram.fits,2016-05-26 06:24:00,harp,6576,False
43101,/SUM65/D662247531/S00000/magnetogram.fits,2014-12-05 09:36:00,harp,4874,True
20979,/SUM93/D1038885619/S00000/magnetogram.fits,2013-01-13 08:00:00,harp,2362,True
18831,/SUM96/D1043540396/S00000/magnetogram.fits,2012-10-31 01:36:00,harp,2166,False
51226,/SUM76/D724326301/S00000/magnetogram.fits,2015-06-20 17:36:00,harp,5673,True
30885,/SUM93/D1040492843/S00000/magnetogram.fits,2013-11-15 08:00:00,harp,3364,True
18608,/SUM89/D1043377260/S00000/magnetogram.fits,2012-11-01 11:12:00,harp,2143,False
45137,/SUM40/D661590879/S00000/magnetogram.fits,2015-01-02 19:12:00,harp,5011,True
34299,/SUM63/D541845081/S00000/magnetogram.fits,2014-02-02 06:24:00,harp,3686,True
26339,/SUM85/D1041348959/S00000/magnetogram.fits,2013-07-16 19:12:00,harp,2966,False
44044,/SUM62/D665507476/S00000/magnetogram.fits,2014-12-18 20:48:00,harp,4941,True
44508,/SUM53/D665584666/S00000/magnetogram.fits,2014-12-26 08:00:00,harp,4955,True
29847,/SUM97/D1039083605/S00000/magnetogram.fits,2013-10-27 00:00:00,harp,3291,True
29839,/SUM98/D1039060214/S00000/magnetogram.fits,2013-10-24 09:36:00,harp,3291,True
53454,/SUM82/D746740721/S00000/magnetogram.fits,2015-08-26 17:36:00,harp,5885,True
11223,/SUM85/D1037352659/S00000/magnetogram.fits,2012-01-17 09:36:00,harp,1300,False
24097,/SUM93/D1037449404/S00000/magnetogram.fits,2013-05-01 22:24:00,harp,2693,True
19599,/SUM94/D1044699387/S00000/magnetogram.fits,2012-11-27 16:00:00,harp,2227,True
35484,/SUM3/D559287508/S00000/magnetogram.fits,2014-03-28 06:24:00,harp,3894,True
